ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
271,272,39,男,轻,909:580:104:15:952:640:94:820:918:813:893:907:908:1003:809:646:102:945:121:209:677,9.0:199.0:9.0:94.0:10.0:10.0:134.0:25.0:9.0:10.0:134.0:129.0:33.0:17.0:29.0:10.0:9.0:47.0:15.0:300.0:10.0,10.0:200.0:10.0:149.0:54.0:10.0:80.0:42.0:10.0:12.0:171.0:126.0:30.0:10.0:10.0:10.0:10.0:10.0:15.0:300.0:10.0
272,273,31,女,轻,920:670:626:130:878:73:919:809:446:833:131:112:774:822:94:870:871:205:937,10.0:25.0:9.0:9.0:69.0:150.0:40.0:10.0:290.0:15.0:9.0:9.0:10.0:10.0:101.0:187.0:45.0:385.0:61.0,10.0:10.0:9.0:9.0:63.0:150.0:40.0:10.0:222.0:18.0:9.0:9.0:10.0:10.0:100.0:75.0:160.0:413.0:40.0
273,274,25,男,重,837:620:248:876:311:659:820:193:113:115:870:95:99:809:120:871:908:920:47:670:500:1062:954,20.0:9.0:69.0:264.0:87.0:9.0:24.0:146.0:9.0:9.0:11.0:14.0:87.0:10.0:9.0:26.0:30.0:10.0:152.0:19.0:249.0:18.0:22.0,20.0:9.0:69.0:266.0:87.0:9.0:24.0:146.0:9.0:9.0:11.0:14.0:86.0:10.0:9.0:25.0:30.0:10.0:149.0:19.0:249.0:19.0:22.0
274,275,33,女,重,201:883:109:637:63:732:645:191:627:114:445:120:178:809:492:94:919:908:911:930,378.0:300.0:79.0:104.0:150.0:10.0:9.0:106.0:177.0:9.0:43.0:9.0:38.0:50.0:158.0:21.0:9.0:9.0:76.0:70.0,178.0:300.0:93.0:9.0:145.0:142.0:9.0:321.0:9.0:9.0:9.0:9.0:9.0:9.0:342.0:10.0:10.0:30.0:10.0:40.0
275,276,30,女,中,94:478:827:479:97:819:866:895:927:919:881:883:238:164:123:627:4:73:685:718:945,11.0:340.0:10.0:10.0:91.0:10.0:35.0:158.0:40.0:10.0:11.0:134.0:364.0:15.0:10.0:10.0:136.0:15.0:10.0:10.0:39.0,10.0:53.0:10.0:297.0:90.0:25.0:11.0:183.0:10.0:40.0:71.0:44.0:476.0:10.0:15.0:10.0:68.0:83.0:10.0:10.0:39.0
276,277,42,男,轻,929:103:453:21:168:881:811:2:450:839:662:924:637:926:113:675:100:914:128:659:265,61.0:85.0:93.0:34.0:9.0:300.0:69.0:117.0:247.0:9.0:9.0:57.0:9.0:30.0:9.0:35.0:17.0:27.0:9.0:9.0:374.0,40.0:10.0:20.0:25.0:9.0:300.0:28.0:124.0:314.0:10.0:9.0:10.0:9.0:10.0:9.0:35.0:91.0:30.0:9.0:9.0:300.0
277,278,35,女,轻,45:531:678:78:120:465:142:667:696:98:94:911:912:231:263:930:642:628:894:837,77.0:108.0:9.0:71.0:9.0:133.0:9.0:10.0:10.0:87.0:12.0:17.0:24.0:225.0:197.0:40.0:9.0:9.0:134.0:39.0,78.0:82.0:10.0:70.0:9.0:133.0:9.0:9.0:10.0:88.0:13.0:17.0:24.0:225.0:197.0:40.0:9.0:9.0:182.0:39.0
278,279,19,男,轻,625:94:910:870:827:653:52:919:657:900:40:132:673:938:937:930:199:314:578,9.0:100.0:28.0:127.0:21.0:9.0:65.0:21.0:9.0:174.0:86.0:9.0:18.0:10.0:18.0:25.0:114.0:238.0:275.0,9.0:100.0:10.0:155.0:26.0:9.0:88.0:37.0:9.0:144.0:61.0:9.0:15.0:23.0:20.0:10.0:359.0:57.0:350.0
279,280,34,男,重,467:952:908:809:508:667:810:909:817:506:654:70:143:117:186:109:877,246.0:61.0:10.0:9.0:23.0:46.0:9.0:40.0:95.0:81.0:176.0:150.0:9.0:9.0:440.0:100.0:300.0,35.0:39.0:26.0:10.0:184.0:43.0:10.0:14.0:10.0:107.0:15.0:150.0:10.0:10.0:406.0:100.0:300.0
280,281,27,男,轻,670:668:219:27:271:669:186:23:943:951:1010:120:168:824:813:922:110:447:876:632,10.0:9.0:133.0:52.0:10.0:22.0:274.0:95.0:10.0:34.0:10.0:10.0:15.0:10.0:10.0:42.0:100.0:277.0:183.0:10.0,10.0:10.0:123.0:53.0:10.0:22.0:274.0:96.0:10.0:32.0:10.0:10.0:15.0:10.0:10.0:39.0:100.0:277.0:192.0:10.0
281,282,33,女,中,320:868:110:719:521:948:943:668:103:925:74:51:864:4:908:922:276:185:158:113:114:891:889:627,120.0:10.0:49.0:10.0:196.0:35.0:15.0:9.0:49.0:30.0:55.0:54.0:10.0:40.0:10.0:10.0:221.0:76.0:9.0:9.0:9.0:96.0:175.0:9.0,58.0:12.0:49.0:10.0:182.0:33.0:14.0:10.0:51.0:30.0:50.0:51.0:28.0:52.0:10.0:10.0:325.0:80.0:9.0:9.0:9.0:101.0:158.0:9.0
282,283,21,男,重,919:120:693:930:670:909:185:888:653:809:95:812:191:230:667:107:94:834:598:451:29,9.0:71.0:37.0:75.0:9.0:74.0:220.0:299.0:77.0:67.0:82.0:9.0:100.0:56.0:9.0:11.0:11.0:84.0:33.0:316.0:150.0,41.0:25.0:10.0:39.0:10.0:9.0:19.0:303.0:10.0:10.0:9.0:25.0:101.0:354.0:10.0:159.0:9.0:10.0:9.0:340.0:71.0
283,284,23,男,轻,189:662:912:558:94:445:643:469:328:870:871:883:225:650:98:103:908:909:948:998:735:823:152:88,291.0:49.0:10.0:10.0:20.0:181.0:9.0:158.0:100.0:9.0:122.0:172.0:10.0:80.0:20.0:59.0:30.0:10.0:9.0:90.0:10.0:65.0:11.0:150.0,10.0:9.0:18.0:10.0:10.0:314.0:9.0:10.0:281.0:72.0:106.0:124.0:207.0:9.0:10.0:80.0:10.0:21.0:20.0:20.0:49.0:10.0:9.0:150.0
284,285,23,男,轻,217:909:668:627:568:931:241:934:702:908:635:63:667:927:945:74:451:107:875:889:127:857,237.0:19.0:26.0:15.0:17.0:10.0:167.0:10.0:26.0:21.0:10.0:10.0:10.0:10.0:37.0:141.0:332.0:101.0:188.0:113.0:10.0:10.0,95.0:20.0:10.0:15.0:233.0:14.0:332.0:12.0:10.0:10.0:10.0:60.0:19.0:20.0:14.0:88.0:50.0:101.0:50.0:251.0:10.0:15.0
285,286,42,男,轻,668:670:667:620:925:867:912:661:628:838:910:860:163:113:187:254:996:878:885:444:591:85:91:102,10.0:10.0:10.0:9.0:9.0:10.0:9.0:9.0:9.0:10.0:31.0:25.0:12.0:9.0:30.0:369.0:52.0:103.0:197.0:218.0:132.0:90.0:60.0:101.0,10.0:10.0:10.0:9.0:10.0:16.0:30.0:9.0:9.0:10.0:10.0:18.0:9.0:9.0:46.0:328.0:39.0:85.0:216.0:217.0:82.0:104.0:45.0:100.0
286,287,28,男,重,846:464:444:920:116:622:1:113:620:71:827:908:96:918:859:4:668:1032:936:882:870:304,9.0:272.0:71.0:9.0:9.0:33.0:128.0:9.0:55.0:12.0:9.0:9.0:101.0:102.0:9.0:12.0:141.0:65.0:10.0:158.0:143.0:416.0,10.0:9.0:340.0:10.0:9.0:9.0:10.0:9.0:9.0:10.0:10.0:30.0:100.0:10.0:10.0:130.0:45.0:65.0:10.0:246.0:56.0:418.0
287,288,34,女,轻,477:685:256:908:97:640:873:845:128:885:620:105:796:127:870:651:101:667:112:935:4,253.0:10.0:316.0:50.0:60.0:9.0:11.0:10.0:9.0:12.0:9.0:29.0:45.0:9.0:277.0:9.0:12.0:10.0:9.0:70.0:151.0,279.0:22.0:300.0:50.0:10.0:9.0:127.0:10.0:9.0:10.0:9.0:10.0:10.0:9.0:163.0:9.0:80.0:32.0:9.0:39.0:150.0
288,289,24,女,重,919:909:682:870:531:911:674:492:667:113:114:954:627:636:622:344:355:845:95:52,10.0:30.0:10.0:300.0:105.0:10.0:10.0:174.0:45.0:9.0:9.0:40.0:9.0:9.0:9.0:77.0:324.0:10.0:101.0:150.0,10.0:30.0:10.0:300.0:105.0:10.0:10.0:174.0:45.0:9.0:9.0:40.0:9.0:9.0:9.0:77.0:324.0:10.0:100.0:149.0
289,290,18,女,重,1031:4:930:954:838:50:881:878:870:840:820:48:108:914:915:130:120:112:799:695:667:266:620:510,10.0:68.0:40.0:10.0:12.0:11.0:10.0:251.0:39.0:10.0:22.0:74.0:101.0:10.0:40.0:9.0:9.0:9.0:10.0:10.0:10.0:299.0:9.0:278.0,10.0:67.0:40.0:10.0:12.0:10.0:13.0:246.0:42.0:10.0:22.0:74.0:100.0:10.0:40.0:9.0:9.0:9.0:10.0:10.0:10.0:300.0:9.0:278.0
290,291,25,男,重,908:666:982:945:456:459:841:820:94:894:875:140:175:170:672:668:724:9:187,50.0:224.0:52.0:21.0:129.0:219.0:9.0:9.0:101.0:241.0:60.0:117.0:9.0:9.0:9.0:8.0:81.0:150.0:459.0,40.0:9.0:22.0:30.0:340.0:9.0:10.0:10.0:101.0:243.0:56.0:9.0:9.0:9.0:25.0:10.0:14.0:150.0:465.0
291,292,24,女,轻,813:449:918:59:465:78:919:923:7:861:842:114:103:101:629:888:871:256:377:190:936:749,10.0:122.0:31.0:105.0:162.0:35.0:9.0:9.0:10.0:10.0:15.0:17.0:56.0:44.0:17.0:165.0:135.0:137.0:213.0:56.0:40.0:40.0,10.0:119.0:9.0:29.0:165.0:94.0:30.0:9.0:29.0:10.0:10.0:26.0:92.0:11.0:10.0:11.0:290.0:191.0:152.0:32.0:51.0:44.0
292,293,43,女,重,932:811:809:106:620:667:874:454:64:627:578:668:478:1031:63:930:928:908:144:161:198,10.0:9.0:9.0:100.0:9.0:9.0:300.0:32.0:102.0:16.0:308.0:100.0:10.0:10.0:47.0:39.0:10.0:40.0:9.0:9.0:300.0,25.0:9.0:9.0:101.0:9.0:9.0:299.0:50.0:140.0:9.0:290.0:46.0:10.0:10.0:10.0:27.0:10.0:33.0:9.0:9.0:300.0
293,294,33,男,重,941:641:870:909:667:1012:634:240:194:936:912:908:357:808:669:490:814:21:1:98:106:147:154,152.0:123.0:300.0:9.0:10.0:9.0:126.0:78.0:52.0:166.0:9.0:93.0:369.0:39.0:10.0:200.0:15.0:118.0:32.0:9.0:112.0:138.0:9.0,10.0:9.0:299.0:30.0:47.0:26.0:9.0:10.0:141.0:28.0:10.0:10.0:339.0:10.0:10.0:350.0:10.0:10.0:140.0:10.0:91.0:9.0:9.0
294,295,27,男,轻,95:885:685:678:917:908:909:940:680:653:840:636:995:28:24:74:502:512:121:203:341,101.0:300.0:9.0:9.0:53.0:9.0:9.0:10.0:9.0:16.0:53.0:9.0:51.0:59.0:22.0:71.0:42.0:308.0:9.0:213.0:254.0,101.0:300.0:28.0:27.0:10.0:10.0:30.0:15.0:10.0:10.0:10.0:15.0:32.0:52.0:11.0:86.0:340.0:10.0:10.0:194.0:239.0
295,296,40,女,中,678:12:48:684:917:31:738:919:927:1034:929:99:105:872:448:120:178:216:190:189:663:809:816,9.0:100.0:26.0:47.0:10.0:26.0:9.0:30.0:10.0:10.0:51.0:19.0:82.0:300.0:200.0:9.0:28.0:90.0:70.0:219.0:9.0:9.0:9.0,25.0:53.0:46.0:10.0:14.0:49.0:10.0:10.0:24.0:26.0:27.0:91.0:10.0:300.0:309.0:15.0:10.0:78.0:10.0:260.0:10.0:15.0:15.0
296,297,39,女,中,661:444:929:484:150:838:31:627:881:945:871:809:870:626:810:86:158:114:943:19:106:95:188:300:311:920:911:692,9.0:24.0:9.0:305.0:9.0:10.0:44.0:9.0:73.0:9.0:215.0:36.0:14.0:41.0:10.0:44.0:9.0:9.0:104.0:64.0:77.0:25.0:246.0:199.0:15.0:10.0:40.0:10.0,10.0:10.0:23.0:341.0:9.0:10.0:58.0:9.0:241.0:23.0:47.0:10.0:12.0:9.0:10.0:73.0:9.0:9.0:19.0:20.0:48.0:53.0:158.0:141.0:78.0:13.0:27.0:29.0
297,298,32,女,轻,943:461:106:688:124:625:809:137:819:894:449:197:908:944:109:910:875:97:642:878:715:457:125:961:705:23:43,10.0:10.0:10.0:10.0:9.0:9.0:24.0:9.0:10.0:55.0:137.0:161.0:10.0:10.0:10.0:36.0:222.0:80.0:9.0:23.0:10.0:203.0:9.0:26.0:10.0:93.0:52.0,10.0:10.0:11.0:10.0:9.0:9.0:24.0:9.0:10.0:48.0:137.0:156.0:10.0:10.0:11.0:36.0:226.0:81.0:9.0:24.0:10.0:203.0:9.0:26.0:10.0:69.0:75.0
298,299,38,男,轻,823:461:620:929:171:667:809:2:114:678:821:684:927:889:631:95:1:878:111:870:621:25:107:306,10.0:303.0:9.0:55.0:9.0:10.0:25.0:55.0:9.0:10.0:10.0:10.0:50.0:119.0:9.0:21.0:40.0:46.0:60.0:135.0:9.0:57.0:21.0:399.0,10.0:241.0:9.0:43.0:9.0:10.0:23.0:16.0:9.0:10.0:12.0:10.0:50.0:10.0:9.0:10.0:16.0:117.0:80.0:170.0:9.0:118.0:10.0:300.0
299,300,38,女,重,910:916:914:857:96:104:97:692:300:22:12:113:146:940:958:1000:659:663:459:875,46.0:9.0:19.0:65.0:16.0:69.0:16.0:10.0:422.0:85.0:66.0:9.0:128.0:137.0:40.0:9.0:9.0:117.0:310.0:300.0,9.0:9.0:30.0:52.0:80.0:10.0:10.0:10.0:300.0:9.0:141.0:9.0:9.0:39.0:26.0:10.0:9.0:9.0:351.0:301.0
300,301,35,男,中,878:1:905:708:301:580:632:658:114:103:109:918:925:965:990:939:828:816:865,99.0:147.0:198.0:9.0:367.0:199.0:14.0:10.0:10.0:90.0:10.0:10.0:40.0:10.0:10.0:55.0:17.0:9.0:39.0,156.0:148.0:144.0:10.0:391.0:198.0:10.0:10.0:15.0:51.0:50.0:10.0:40.0:11.0:50.0:10.0:10.0:19.0:35.0
301,302,44,女,轻,41:8:1:636:642:452:447:573:157:121:710:766:928:103:99:983:935:874:870:201:838:857,45.0:50.0:54.0:9.0:9.0:25.0:102.0:157.0:9.0:9.0:10.0:10.0:50.0:49.0:51.0:43.0:10.0:279.0:21.0:400.0:24.0:27.0,55.0:50.0:43.0:9.0:9.0:93.0:10.0:174.0:9.0:9.0:22.0:10.0:50.0:46.0:53.0:25.0:25.0:109.0:191.0:300.0:19.0:10.0
302,303,35,男,中,809:870:120:117:755:450:521:105:94:887:104:942:945:1031:874:187:342:30:25:650:626:908,53.0:56.0:9.0:9.0:70.0:132.0:180.0:66.0:10.0:187.0:64.0:57.0:9.0:9.0:56.0:310.0:59.0:59.0:53.0:9.0:8.0:50.0,30.0:71.0:9.0:9.0:40.0:113.0:232.0:60.0:10.0:157.0:30.0:35.0:10.0:10.0:71.0:310.0:59.0:23.0:128.0:9.0:9.0:48.0
303,304,21,男,轻,628:580:665:98:445:945:809:74:1:620:811:14:444:872:908:909:191:743:150,23.0:183.0:65.0:101.0:45.0:61.0:64.0:69.0:64.0:42.0:9.0:19.0:12.0:301.0:9.0:40.0:400.0:18.0:9.0,9.0:193.0:9.0:100.0:45.0:42.0:53.0:85.0:55.0:9.0:10.0:9.0:12.0:299.0:10.0:40.0:400.0:10.0:9.0
304,305,24,女,轻,872:109:97:871:500:94:458:904:92:20:9:445:809:912:675:680:961:930:184:190:647,230.0:70.0:15.0:32.0:10.0:15.0:167.0:38.0:57.0:50.0:43.0:173.0:23.0:40.0:19.0:10.0:25.0:15.0:25.0:374.0:10.0,149.0:46.0:31.0:96.0:10.0:21.0:271.0:56.0:51.0:61.0:38.0:10.0:19.0:39.0:12.0:14.0:21.0:19.0:15.0:300.0:10.0
305,306,19,男,轻,861:513:478:642:646:653:464:799:355:882:895:910:16:102:1000:122,24.0:32.0:218.0:9.0:30.0:9.0:62.0:31.0:398.0:116.0:184.0:40.0:167.0:83.0:75.0:9.0,24.0:10.0:102.0:9.0:9.0:9.0:238.0:16.0:394.0:130.0:170.0:40.0:150.0:100.0:44.0:9.0
306,307,29,女,轻,873:478:94:964:813:679:693:451:131:3:724:870:220:1:195:920:821:911:809:881:646,10.0:150.0:100.0:73.0:69.0:52.0:45.0:200.0:25.0:125.0:14.0:201.0:88.0:26.0:330.0:9.0:62.0:66.0:9.0:88.0:10.0,10.0:340.0:100.0:40.0:10.0:25.0:10.0:10.0:26.0:135.0:10.0:10.0:183.0:14.0:316.0:40.0:10.0:10.0:10.0:280.0:9.0
307,308,18,女,中,187:300:911:919:95:94:909:531:446:13:83:942:878:161:152:133:629:691:858:812,268.0:130.0:30.0:10.0:45.0:55.0:10.0:51.0:298.0:95.0:55.0:42.0:182.0:9.0:9.0:9.0:9.0:10.0:10.0:45.0,192.0:233.0:10.0:10.0:10.0:90.0:22.0:76.0:124.0:78.0:70.0:40.0:259.0:9.0:9.0:9.0:9.0:20.0:10.0:10.0
308,309,24,女,重,112:698:813:94:635:96:164:909:915:908:671:896:891:870:667:657:314:558:969:92:22,9.0:10.0:10.0:10.0:9.0:91.0:56.0:104.0:9.0:9.0:10.0:148.0:81.0:71.0:26.0:9.0:314.0:253.0:40.0:138.0:12.0,9.0:45.0:10.0:9.0:9.0:91.0:9.0:30.0:10.0:10.0:10.0:42.0:81.0:176.0:10.0:9.0:396.0:350.0:40.0:139.0:10.0
309,310,45,女,中,886:148:101:918:37:147:311:833:763:811:48:647:724:111:32:276:449:465:573:987:992,300.0:9.0:25.0:50.0:112.0:9.0:87.0:16.0:11.0:37.0:20.0:79.0:10.0:76.0:20.0:340.0:20.0:139.0:50.0:54.0:13.0,299.0:10.0:10.0:51.0:24.0:15.0:245.0:10.0:10.0:43.0:87.0:10.0:10.0:90.0:40.0:232.0:10.0:10.0:330.0:65.0:10.0
310,311,20,女,重,2:870:4:871:874:1:99:110:127:112:1005:668:701:909:911:836:817:218:637:445:468,82.0:124.0:51.0:165.0:10.0:18.0:17.0:84.0:13.0:11.0:103.0:9.0:9.0:9.0:75.0:50.0:9.0:361.0:10.0:279.0:70.0,56.0:11.0:53.0:154.0:137.0:39.0:90.0:10.0:15.0:10.0:40.0:45.0:10.0:28.0:21.0:10.0:10.0:367.0:10.0:101.0:124.0
311,312,25,女,轻,844:872:222:350:95:647:94:143:809:898:120:815:108:664:639:171:186:870:683:689:955:4:456:610:464:925,10.0:227.0:174.0:151.0:42.0:9.0:11.0:9.0:10.0:20.0:10.0:10.0:46.0:9.0:9.0:9.0:74.0:51.0:10.0:35.0:40.0:148.0:10.0:205.0:79.0:50.0,10.0:143.0:174.0:138.0:42.0:9.0:11.0:9.0:10.0:26.0:9.0:10.0:46.0:9.0:9.0:9.0:74.0:129.0:10.0:31.0:40.0:150.0:10.0:205.0:79.0:43.0
312,313,22,女,中,130:633:668:209:454:25:467:919:651:201:686:99:809:193:836:1038:22:158:948:934:113:811:28:891,9.0:9.0:9.0:10.0:341.0:85.0:10.0:40.0:9.0:193.0:10.0:100.0:10.0:210.0:10.0:10.0:35.0:9.0:30.0:29.0:9.0:10.0:27.0:142.0,8.0:9.0:10.0:37.0:10.0:58.0:340.0:40.0:8.0:10.0:18.0:101.0:10.0:327.0:10.0:43.0:62.0:9.0:10.0:10.0:9.0:10.0:29.0:161.0
313,314,21,女,重,809:667:192:955:100:123:120:828:691:278:108:964:94:112:681:210:861:929:637:634:924:891:902:448:6:8,12.0:9.0:77.0:29.0:10.0:9.0:9.0:9.0:22.0:109.0:80.0:35.0:10.0:9.0:11.0:116.0:9.0:10.0:9.0:9.0:40.0:183.0:112.0:249.0:41.0:108.0,10.0:10.0:227.0:10.0:11.0:9.0:9.0:10.0:25.0:152.0:81.0:41.0:11.0:9.0:10.0:14.0:10.0:23.0:9.0:9.0:40.0:37.0:263.0:347.0:32.0:116.0
314,315,40,男,中,22:684:94:102:195:256:135:672:938:126:809:961:869:125:930:446:467:923:870:873:656,150.0:161.0:90.0:10.0:212.0:275.0:24.0:9.0:10.0:9.0:47.0:44.0:55.0:9.0:20.0:348.0:9.0:49.0:250.0:49.0:9.0,150.0:45.0:9.0:90.0:103.0:396.0:9.0:9.0:10.0:9.0:9.0:10.0:9.0:9.0:36.0:113.0:236.0:51.0:215.0:84.0:9.0
315,316,44,男,轻,629:158:132:620:63:871:946:83:667:894:691:928:185:1:870:188:521:467:204:120:99:104:845:865,9.0:9.0:9.0:27.0:25.0:106.0:53.0:44.0:10.0:97.0:41.0:83.0:142.0:81.0:99.0:178.0:164.0:118.0:158.0:9.0:79.0:21.0:10.0:10.0,9.0:9.0:9.0:9.0:38.0:201.0:40.0:63.0:15.0:77.0:28.0:50.0:148.0:49.0:20.0:37.0:185.0:117.0:235.0:9.0:9.0:91.0:20.0:10.0
316,317,32,女,重,906:813:10:887:117:496:796:471:94:891:936:190:909:699:908:185:8:271:704:652,88.0:45.0:80.0:148.0:25.0:235.0:10.0:35.0:100.0:62.0:66.0:160.0:10.0:10.0:40.0:290.0:69.0:48.0:10.0:10.0,65.0:10.0:75.0:197.0:10.0:258.0:10.0:91.0:100.0:38.0:51.0:124.0:40.0:10.0:10.0:51.0:76.0:324.0:32.0:20.0
317,318,21,男,中,104:920:98:453:48:5:479:892:100:917:919:472:881:91:135:120:126:636:630:189:677:838:938,75.0:52.0:11.0:219.0:104.0:24.0:51.0:221.0:17.0:9.0:9.0:80.0:80.0:24.0:28.0:9.0:9.0:12.0:54.0:307.0:10.0:51.0:69.0,81.0:30.0:10.0:130.0:10.0:10.0:209.0:202.0:10.0:10.0:10.0:10.0:98.0:130.0:9.0:9.0:9.0:9.0:9.0:501.0:42.0:10.0:39.0
318,319,26,女,轻,112:689:300:2:196:908:931:94:463:898:17:1031:910:338:599:647:627:476:811,10.0:65.0:319.0:13.0:104.0:37.0:63.0:100.0:10.0:111.0:136.0:10.0:10.0:42.0:175.0:9.0:15.0:164.0:10.0,10.0:34.0:65.0:76.0:297.0:22.0:10.0:100.0:10.0:298.0:73.0:65.0:18.0:21.0:270.0:9.0:10.0:69.0:10.0
319,320,41,男,中,118:542:276:622:281:904:669:195:667:912:125:3:646:930:935:939:668:86:910:909:22:95:102:821,9.0:350.0:37.0:9.0:411.0:140.0:10.0:51.0:14.0:10.0:30.0:102.0:9.0:10.0:28.0:10.0:9.0:18.0:30.0:10.0:31.0:85.0:13.0:10.0,9.0:200.0:289.0:9.0:27.0:290.0:10.0:56.0:10.0:10.0:9.0:47.0:9.0:10.0:24.0:20.0:9.0:34.0:10.0:30.0:72.0:19.0:81.0:10.0
320,321,33,女,重,693:94:902:673:95:883:890:845:103:837:868:38:86:26:942:963:451:444:191:276:300:622:913:925:114,10.0:10.0:32.0:10.0:81.0:75.0:190.0:10.0:10.0:29.0:10.0:20.0:108.0:20.0:27.0:13.0:202.0:83.0:114.0:113.0:175.0:23.0:10.0:40.0:11.0,10.0:10.0:26.0:10.0:81.0:69.0:207.0:10.0:10.0:29.0:10.0:25.0:97.0:25.0:28.0:13.0:202.0:83.0:114.0:113.0:172.0:23.0:10.0:40.0:11.0
321,322,24,男,重,190:930:929:350:139:975:340:112:113:24:21:667:686:639:809:892:880:107:910:471:452,200.0:36.0:28.0:240.0:9.0:10.0:60.0:9.0:9.0:79.0:72.0:18.0:11.0:9.0:11.0:51.0:249.0:101.0:47.0:210.0:139.0,16.0:10.0:13.0:315.0:9.0:33.0:42.0:9.0:9.0:83.0:65.0:10.0:12.0:9.0:34.0:100.0:200.0:100.0:50.0:184.0:126.0
322,323,23,女,轻,868:721:105:94:687:463:95:467:649:689:622:920:926:908:114:130:113:195:190:208:956:943:1039:881:889:40:2,10.0:10.0:11.0:81.0:13.0:246.0:11.0:83.0:9.0:38.0:9.0:24.0:10.0:16.0:9.0:9.0:9.0:59.0:270.0:69.0:26.0:10.0:12.0:235.0:65.0:90.0:60.0,10.0:21.0:60.0:21.0:10.0:226.0:21.0:124.0:9.0:33.0:9.0:30.0:10.0:10.0:9.0:9.0:9.0:85.0:40.0:270.0:10.0:34.0:10.0:284.0:16.0:76.0:74.0
323,324,29,女,中,902:884:682:532:667:685:625:621:821:63:3:109:102:106:970:202:222:191:118:918,63.0:236.0:35.0:242.0:10.0:14.0:10.0:10.0:10.0:56.0:95.0:11.0:48.0:44.0:45.0:52.0:75.0:261.0:15.0:50.0,84.0:216.0:10.0:273.0:10.0:13.0:10.0:10.0:33.0:95.0:55.0:9.0:9.0:80.0:40.0:25.0:254.0:136.0:12.0:40.0
324,325,44,女,中,871:919:841:927:94:870:854:100:820:908:107:306:929:515:495:532:690:62:36:91:124:180:620:627,259.0:92.0:9.0:9.0:12.0:41.0:50.0:74.0:9.0:9.0:15.0:431.0:72.0:66.0:254.0:29.0:9.0:23.0:106.0:23.0:9.0:78.0:9.0:9.0,290.0:19.0:10.0:21.0:10.0:10.0:46.0:10.0:10.0:10.0:80.0:299.0:50.0:10.0:119.0:220.0:10.0:132.0:10.0:10.0:9.0:9.0:9.0:9.0
325,326,30,女,轻,951:822:94:48:500:942:446:809:879:978:870:810:922:917:919:636:620:685:702:201:192:133,34.0:35.0:101.0:149.0:139.0:10.0:160.0:10.0:83.0:10.0:217.0:10.0:22.0:10.0:17.0:10.0:15.0:10.0:10.0:92.0:306.0:10.0,34.0:35.0:100.0:150.0:139.0:10.0:160.0:10.0:82.0:10.0:218.0:10.0:22.0:10.0:17.0:10.0:15.0:10.0:10.0:92.0:306.0:10.0
326,327,37,男,轻,702:810:908:94:929:158:444:111:459:654:119:886:620:646:115:870:188:207:63,65.0:10.0:40.0:10.0:117.0:61.0:168.0:120.0:182.0:9.0:47.0:234.0:101.0:74.0:9.0:67.0:302.0:146.0:120.0,62.0:11.0:50.0:9.0:39.0:9.0:340.0:92.0:9.0:9.0:9.0:125.0:9.0:9.0:9.0:176.0:245.0:161.0:151.0
327,328,19,男,轻,448:243:809:451:912:444:902:97:870:96:94:952:117:620:633:693:42,143.0:469.0:48.0:77.0:50.0:53.0:135.0:9.0:165.0:81.0:9.0:50.0:9.0:25.0:8.0:10.0:148.0,45.0:363.0:32.0:10.0:50.0:295.0:170.0:21.0:129.0:10.0:69.0:40.0:11.0:14.0:10.0:21.0:150.0
328,329,21,男,重,521:929:930:830:809:812:964:167:112:661:620:98:678:63:1:207:210:280:915:901,208.0:9.0:9.0:45.0:10.0:10.0:88.0:9.0:9.0:9.0:9.0:94.0:9.0:145.0:9.0:137.0:111.0:72.0:40.0:161.0,200.0:10.0:10.0:45.0:10.0:10.0:29.0:9.0:9.0:9.0:9.0:100.0:9.0:110.0:40.0:132.0:246.0:20.0:40.0:300.0
329,330,20,男,中,847:189:914:353:908:120:43:811:92:896:882:1:642:452:667:675:98:965,9.0:142.0:45.0:358.0:18.0:9.0:86.0:9.0:10.0:249.0:52.0:54.0:32.0:200.0:49.0:66.0:178.0:63.0,10.0:10.0:21.0:491.0:20.0:10.0:130.0:10.0:10.0:229.0:70.0:10.0:16.0:351.0:16.0:25.0:100.0:42.0
330,331,42,女,中,669:939:667:133:96:94:668:496:909:965:914:908:54:870:457:891:98:641:632:850:201:256:222,10.0:10.0:19.0:10.0:40.0:51.0:9.0:279.0:10.0:38.0:25.0:10.0:151.0:241.0:40.0:58.0:11.0:15.0:10.0:30.0:240.0:144.0:10.0,10.0:44.0:10.0:10.0:80.0:9.0:10.0:104.0:21.0:10.0:10.0:18.0:151.0:268.0:184.0:32.0:9.0:15.0:10.0:40.0:10.0:181.0:222.0
331,332,29,女,轻,908:826:973:1061:469:468:566:149:163:630:646:101:682:669:696:20:194:902,40.0:21.0:18.0:23.0:146.0:10.0:193.0:9.0:9.0:9.0:9.0:100.0:10.0:11.0:17.0:149.0:382.0:143.0,39.0:10.0:33.0:10.0:19.0:69.0:262.0:9.0:9.0:9.0:9.0:100.0:10.0:11.0:10.0:150.0:456.0:185.0
